Company Name,NAIC Company Code,Insurance Product Name,Sub Type Of Insurance,Filing Type,Filing Status,SERFF Tracking Number,Page Number,serf_num,state,page_url,form,auth_url,form_name,submission_date,flesch_reading_ease
Ameritas Life Insurance Corp.,61301.0,4501NC et al. - Disability Income,H11I.004 Other,Form/Rate,Closed - Approved,AMFA-126977416,10,126977416,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126977416,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,4504LS - Disability Income Product,H11I.004 Other,Form/Rate,Closed - Approved,AMFA-128526928,10,128526928,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128526928,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,9000 SD Indiv. 03-12 - BNL,H10I.000 Health - Dental,Form/Rate,Closed - Approved,AMFA-128211244,10,128211244,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128211244,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,9042 Rev. 02-05 (ALIC),H10G.000 Health - Dental,Form,Closed - Approved,SERT-6A2KZK602/00-00/00-00/00,10,6A2KZK602/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6A2KZK602/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,9043 Ed. 05-07,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-125101955,10,125101955,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125101955,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,9280 Rev. 08-05 (ALIC),H20G.000 Health - Vision,Form,Closed - Approved,SERT-6E9JJU362/00-00/00-00/00,10,6E9JJU362/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6E9JJU362/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,9280 SD Rev. 08-12-350730,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-128735236,10,128735236,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128735236,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,9310 SD Rev. 04-13-010-350730,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-129004428,10,129004428,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129004428,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,9323 Rev. 04-14,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-129495079,10,129495079,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129495079,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,ALIC-9000 Ed. 01-05,H10G.000 Health - Dental,Form,Closed - Approved,SERT-667MTV019/00-00/00-00/00,10,667MTV019/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=667MTV019/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,ALIC-9021 Trust,H10G.000 Health - Dental,Form,Closed - Approved,SERT-67FNEL577/00-00/00-00/00,10,67FNEL577/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=67FNEL577/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,ALIC-9270 EM Ed. 04-06,H20G.000 Health - Vision,Form,Closed - Approved,SERT-6P6JBQ229/00-00/00-00/00,10,6P6JBQ229/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6P6JBQ229/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,ALIC-HPS Pearl Apps,H10G.000 Health - Dental,Form,Closed - Withdrawn,SERT-6HWLX8333/00-00/00-00/00,10,6HWLX8333/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6HWLX8333/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,ALIC-Increased maximum Benefit Rider,Group Health - Dental,Form,Closed - Approved,SERT-5TEMLX015/00-00/00-00/00,10,5TEMLX015/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=5TEMLX015/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,American Seniors Association Holding Group Inc. dba ASA,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-127739695,10,127739695,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127739695,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,DI - GSI Applications,H11I.004 Other,Form,Closed - Approved,AMFA-128975481,10,128975481,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128975481,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,DI-4503NCBOE et al. - BOE Product,H11I.004 Other,Form/Rate,Closed - Approved,AMFA-129594907,10,129594907,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129594907,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,"DI-4601NC 6-21, et al",H11I.004 Other,Form/Rate,Closed - Approved,AMFA-133847315,10,133847315,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133847315,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,"DI-4601NC 6-21, et al",H11I.004 Other,Form,Closed - Approved,AMFA-134102528,10,134102528,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134102528,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,"DI-4601NC 6-21, et al",H11I.004 Other,Form,Closed - Approved,AMFA-134117812,10,134117812,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134117812,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,"DI-4601NC 8-24, et. al.",H11I.004 Other,Form,Closed - Approved,AMFA-134375442,10,134375442,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134375442,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,DI-ASLR 12-17 et al.,H11I.004 Other,Form/Rate,Closed - Approved,AMFA-131297973,10,131297973,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131297973,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,DI-CATLS 5-18 etal.,H11I.004 Other,Form/Rate,Closed - Approved,AMFA-131523858,10,131523858,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131523858,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,DS Individual Application,H10I.000 Health - Dental,Form,Closed - Approved,AMFA-132705854,10,132705854,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132705854,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Electronic Application Process - Health,H21.000 Health - Other,Form,Closed - Filed,AMFA-128654557,10,128654557,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128654557,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Electronic Application Process - Health (LS),H21.000 Health - Other,Form,Closed - Filed,AMFA-128863051,10,128863051,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128863051,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Employer’s Request for Group Insurance,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-125612811,10,125612811,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125612811,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Endorsement Filing,H21.000 Health - Other,Form,Closed - Filed,AMFA-130659220,10,130659220,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130659220,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,GR 5940 Rev. 2-11,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-127098255,10,127098255,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127098255,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,GR 6490 Ed. 5-12,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-128384234,10,128384234,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128384234,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Indiv 9000 SD Ed. 11-09,H10I.000 Health - Dental,Form,Closed - Approved,AMFA-126400632,10,126400632,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126400632,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Indiv. 9000 Rev. 02-19 Dental,H10I.000 Health - Dental,Form,Closed - Approved,AMFA-131863588,10,131863588,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131863588,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Indiv. 9000 Rev. 02-19 Vision,H20I.000 Health - Vision,Form,Closed - Approved,AMFA-131865465,10,131865465,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131865465,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Indiv. 9000 Rev. 07-16,H10I.000 Health - Dental,Form/Rate,Closed - Approved,AMFA-130696890,10,130696890,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130696890,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Indiv. 9000 Rev. 10-22 - Dental,H10I.000 Health - Dental,Form,Closed - Approved,AMFA-133550946,10,133550946,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133550946,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Indiv. 9000 SD Rev. 05-11,H10I.000 Health - Dental,Form/Rate,Closed - Approved,AMFA-127200965,10,127200965,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127200965,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Indiv. Eye Care 9000 Ed. 07-16,H20I.000 Health - Vision,Form/Rate,Closed - Approved,AMFA-130697103,10,130697103,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130697103,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Iowa Retired School Personnel Association,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-134490752,10,134490752,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134490752,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,"JXL Solutions, Ltd.",H10G.000 Health - Dental,Form,Closed - Disapproved,AMFA-129025593,10,129025593,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129025593,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,"JXL Solutions, Ltd.",H10G.000 Health - Dental,Form,Closed - Disapproved,AMFA-128845236,10,128845236,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128845236,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,MERGER APPS-UN 4348 etal DI,H11I.004 Other,Form,Closed - Approved,AMFA-130236914,10,130236914,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130236914,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,MERGER APPS-UN 4348 etal DI,H11I.004 Other,Form,Closed - Approved,AMFA-130310805,10,130310805,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130310805,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,"National Association of Professional Allstate Agents, Inc.",H10G.000 Health - Dental,Form,Closed - Approved,AMFA-129220392,10,129220392,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129220392,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,No HCR Certification 2018-ALIC,H10G.000 Health - Dental,Form,Closed - Filed,AMFA-130996744,10,130996744,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130996744,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,pdp-Application for Group Insurance,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-125305494,10,125305494,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125305494,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Simply Dental,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-125772027,10,125772027,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125772027,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,South Dakota Retired School Personnel Association,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-133396623,10,133396623,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133396623,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,State of South Dakota,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-128366382,10,128366382,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128366382,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Student Accident,H04.001 Student,Form,Closed - Approved,AMFA-130810059,10,130810059,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130810059,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Student Accident,H04.001 Student,Form,Closed - Approved,AMFA-133311400,10,133311400,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133311400,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Student Blanket Dental Plan,H04.001 Student,Form,Closed - Approved,SERT-6BSHSS836/00-00/00-00/00,10,6BSHSS836/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6BSHSS836/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,United Service Association For Health Care (USA+),H10G.000 Health - Dental,Form,Closed - Disapproved,AMFA-127827495,10,127827495,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127827495,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Ameritas Life Insurance Corp.,61301.0,Wisdom/Pearl Employer App 8/07,H10G.000 Health - Dental,Form,Closed - Approved,AMFA-125316337,10,125316337,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125316337,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Accident Guard,Group Health - Accident/Sickness,Form,Closed - Disapproved,USPH-626V57834/00-00/00-00/00,10,626V57834/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=626V57834/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Accident Protection Plan,H02G.000 Health - Accident Only,Form,Closed - Approved,AMEE-128888613,10,128888613,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128888613,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Accident Protection Plan,H02G.000 Health - Accident Only,Form,Closed - Disapproved,AMEE-128592482,11,128592482,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128592482,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Airflight,H03G.000 Health - Accidental Death & Dismemberment,Form,Closed - Approved,USPH-6HHHYK113/00-00/00-00/00,11,6HHHYK113/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6HHHYK113/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,American Express Travel Insurance,H19I.000 Health - Travel,Form,Closed - Approved,MWSG-127126289,11,127126289,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127126289,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,American Express Travel Insurance,H19I.000 Health - Travel,Form,Closed - Approved,MWSG-126556796,11,126556796,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126556796,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,American Express Travel Insurance,H19I.000 Health - Travel,Form,Closed - Approved,MWSG-127015121,11,127015121,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127015121,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,APP,H02I.000 Health - Accident Only,Form and/or Rate,Closed - Approved,USPH-6MEMBG572/00-00/00-00/00,11,6MEMBG572/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=6MEMBG572/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Automatic Flight Insurance and Business Airflight Insurance,H03G.000 Health - Accidental Death & Dismemberment,Form,Closed - Approved,AMEE-129205430,11,129205430,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=129205430,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Award Travel,H19I.000 Health - Travel,Form,Closed - Approved,MWSG-126786494,11,126786494,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126786494,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,AX0133-SD-00001,Individual Health - Accident/Sickness,Form,Closed - Approved,USPH-63HRU5619/00-00/00-00/00,11,63HRU5619/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=63HRU5619/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Endorsement,H21.000 Health - Other,Form,Closed - Approved,AMEE-126194435,11,126194435,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126194435,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,HG Program,H14I.000 Health - Hospital Indemnity,Form and/or Rate,Closed - Approved,USPH-65VTMH838/00-00/00-00/00,11,65VTMH838/00,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=65VTMH838/00,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Travel Accident Insurance,H03G.000 Health - Accidental Death & Dismemberment,Form,Closed - Approved,AMEE-125159846,11,125159846,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125159846,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Travel Accident Insurance,H03G.000 Health - Accidental Death & Dismemberment,Form,Closed - Approved,AMEE-130566893,11,130566893,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130566893,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Travel Medical Protection,H19G.000 Health - Travel,Form,Closed - Approved,AMEE-126731387,11,126731387,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=126731387,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AMEX Assurance Company,27928.0,Travel Medical Protection,H19I.000 Health - Travel,Form,Closed - Approved,AMEE-128721902,11,128721902,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128721902,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AmFirst Insurance Company,60250.0,Amfirst Vision Policy,H20G.000 Health - Vision,Form,Closed - Approved,LWEL-133180691,11,133180691,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133180691,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AmFirst Insurance Company,60250.0,Amfirst Vision Policy,H20G.000 Health - Vision,Form,Closed - Approved,LWEL-133179597,11,133179597,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133179597,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AmFirst Insurance Company,60250.0,Premium Saver,H25G.001 Any Size Group,Form,Closed - Approved,AMFT-133174914,11,133174914,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133174914,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
AmFirst Insurance Company,60250.0,Stop Loss for Supplemental Products,H12.004 Self-Funded Health Plan,Form,Closed - Approved,LWEL-134012835,11,134012835,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=134012835,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Anthem Life Insurance Company,61069.0,2010 Grievance Report,H11G.003 Long Term,Form,Closed - Filed,ANTB-127007973,11,127007973,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127007973,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Anthem Life Insurance Company,61069.0,Stop Loss,H12.004 Self-Funded Health Plan,Form,Closed - Approved,ANTB-132532179,11,132532179,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132532179,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Anthem Life Insurance Company,61069.0,Stop Loss,H12.004 Self-Funded Health Plan,Form,Closed - Approved,ANTB-131551188,11,131551188,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131551188,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Anthem Life Insurance Company,61069.0,Stop Loss,H12.004 Self-Funded Health Plan,Form,Closed - Approved,ANTB-132018288,11,132018288,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132018288,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Arch ESL,H12.001 Accident & Sickness,Form,Closed - Approved,WESA-127059692,11,127059692,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127059692,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Arch Security Evacuation,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,WESA-130658208,11,130658208,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=130658208,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Arch Volunteer FF Blanket Accident,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,WESA-127087174,11,127087174,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=127087174,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Blanket Accident,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,WESA-125768377,11,125768377,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=125768377,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Blanket Accident,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,AICO-132198502,11,132198502,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132198502,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Blanket Accident ESIP,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,AICO-132149424,11,132149424,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132149424,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Blanket OOM Rider - Letter,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,AICO-131482917,11,131482917,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131482917,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Group Accident,H02G.000 Health - Accident Only,Form,Closed - Approved,AICO-133454535,11,133454535,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133454535,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Individual Accident,H02I.000 Health - Accident Only,Form/Rate,Closed - Disapproved,AICO-132763517,11,132763517,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=132763517,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Individual Accident,H02I.000 Health - Accident Only,Form/Rate,Closed - Approved,AICO-133523881,11,133523881,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133523881,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Out of Country Medical - Blanket Accident Rider,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,CLTR-131318018,11,131318018,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131318018,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Reimbursement Benefit Endorsement,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,CLTR-131181556,11,131181556,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=131181556,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,SD 2021 WFH RIDER,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,AICO-133100182,11,133100182,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133100182,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,SD 2022 WFH RIDER,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,AICO-133333003,11,133333003,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=133333003,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Signature Page - Accident & Health,H04.000 Health - Blanket Accident/Sickness,Form,Closed - Approved,AICO-128651179,11,128651179,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128651179,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
Arch Insurance Company,11150.0,Signature Page – Accident & Health,H02G.000 Health - Accident Only,Form,Closed - Approved,AICO-128651232,11,128651232,SD,https://filingaccess.serff.com/sfa/search/filingSummary.xhtml?filingId=128651232,True,https://filingaccess.serff.com/sfa/home/SD,[],,[]
